file,speaker,label,numeric_label
23295.wav,Alec Guinness,spoof,1
23296.wav,Bernie Sanders,spoof,1
23297.wav,Martin Luther King,bona-fide,0
23298.wav,Gilbert Gottfried,spoof,1
23299.wav,Calvin Coolidge,bona-fide,0
23300.wav,Martin Luther King,spoof,1
23301.wav,Winston Churchill,bona-fide,0
23302.wav,Barack Obama,bona-fide,0
23303.wav,Milton Friedman,bona-fide,0
23304.wav,Alec Guinness,bona-fide,0
23305.wav,Boris Johnson,bona-fide,0
23306.wav,Donald Trump,bona-fide,0
23307.wav,Winston Churchill,bona-fide,0
23308.wav,Bernie Sanders,spoof,1
23309.wav,Barack Obama,bona-fide,0
23310.wav,Alec Guinness,spoof,1
23311.wav,Orson Welles,spoof,1
23312.wav,Bill Burr,spoof,1
23313.wav,Adam Driver,spoof,1
23314.wav,FDR,spoof,1
23315.wav,Adam Driver,spoof,1
23316.wav,The Notorious B.I.G.,spoof,1
23317.wav,Bernie Sanders,spoof,1
23318.wav,Adam Driver,bona-fide,0
23319.wav,Bill Clinton,bona-fide,0
23320.wav,Alec Guinness,bona-fide,0
23321.wav,Barack Obama,bona-fide,0
23322.wav,Barack Obama,bona-fide,0
23323.wav,Milton Friedman,bona-fide,0
23324.wav,Mark Zuckerberg,bona-fide,0
23325.wav,Ayn Rand,bona-fide,0
23326.wav,Bill Clinton,spoof,1
23327.wav,Donald Trump,bona-fide,0
23328.wav,Ayn Rand,bona-fide,0
23329.wav,Bill Clinton,bona-fide,0
23330.wav,Ronald Reagan,bona-fide,0
23331.wav,Bill Clinton,bona-fide,0
23332.wav,Christopher Hitchens,spoof,1
23333.wav,Nelson Mandela,spoof,1
23334.wav,Queen Elizabeth II,bona-fide,0
23335.wav,Orson Welles,spoof,1
23336.wav,Richard Nixon,bona-fide,0
23337.wav,Bill Clinton,bona-fide,0
23338.wav,Ayn Rand,spoof,1
23339.wav,Alexandria Ocasio-Cortez,bona-fide,0
23340.wav,Bernie Sanders,bona-fide,0
23341.wav,Bill Clinton,bona-fide,0
23342.wav,Martin Luther King,spoof,1
23343.wav,Orson Welles,spoof,1
23344.wav,Donald Trump,bona-fide,0
23345.wav,Bernie Sanders,bona-fide,0
23346.wav,Alec Guinness,spoof,1
23347.wav,Ronald Reagan,spoof,1
23348.wav,Orson Welles,spoof,1
23349.wav,Milton Friedman,bona-fide,0
23350.wav,Ayn Rand,spoof,1
23351.wav,Martin Luther King,spoof,1
23352.wav,Donald Trump,bona-fide,0
23353.wav,Donald Trump,bona-fide,0
23354.wav,Donald Trump,bona-fide,0
23355.wav,Christopher Hitchens,spoof,1
23356.wav,Bernie Sanders,spoof,1
23357.wav,Bill Clinton,bona-fide,0
23358.wav,Richard Nixon,bona-fide,0
23359.wav,Boris Johnson,bona-fide,0
23360.wav,Orson Welles,spoof,1
23361.wav,Martin Luther King,bona-fide,0
23362.wav,Ronald Reagan,bona-fide,0
23363.wav,Bill Clinton,bona-fide,0
23364.wav,Robert Kardashian,bona-fide,0
23365.wav,Barack Obama,bona-fide,0
23366.wav,Bernie Sanders,bona-fide,0
23367.wav,Louis Farrakhan,bona-fide,0
23368.wav,Bernie Sanders,spoof,1
23369.wav,John Cleese,spoof,1
23370.wav,Donald Trump,bona-fide,0
23371.wav,Christopher Hitchens,spoof,1
23372.wav,Malcolm X,bona-fide,0
23373.wav,Kanye West,bona-fide,0
23374.wav,Mark Zuckerberg,bona-fide,0
23375.wav,Martin Luther King,bona-fide,0
23376.wav,Barack Obama,bona-fide,0
23377.wav,Queen Elizabeth II,bona-fide,0
23378.wav,Ayn Rand,bona-fide,0
23379.wav,JFK,bona-fide,0
23380.wav,Bernie Sanders,bona-fide,0
23381.wav,Calvin Coolidge,bona-fide,0
23382.wav,Queen Elizabeth II,bona-fide,0
23383.wav,Alec Guinness,spoof,1
23384.wav,Alec Guinness,bona-fide,0
23385.wav,Bernie Sanders,spoof,1
23386.wav,Ronald Reagan,bona-fide,0
23387.wav,Alec Guinness,bona-fide,0
23388.wav,Milton Friedman,spoof,1
23389.wav,Bernie Sanders,bona-fide,0
23390.wav,Queen Elizabeth II,spoof,1
23391.wav,Boris Johnson,bona-fide,0
23392.wav,Kanye West,spoof,1
23393.wav,Mark Zuckerberg,spoof,1
23394.wav,Barack Obama,bona-fide,0
23395.wav,Bernie Sanders,spoof,1
23396.wav,John Cleese,spoof,1
23397.wav,Scarlett Johansson,bona-fide,0
23398.wav,Donald Trump,bona-fide,0
23399.wav,Bernie Sanders,bona-fide,0
23400.wav,Barack Obama,bona-fide,0
23401.wav,Ronald Reagan,spoof,1
23402.wav,Barack Obama,bona-fide,0
23403.wav,Ayn Rand,bona-fide,0
23404.wav,Ayn Rand,bona-fide,0
23405.wav,Barack Obama,spoof,1
23406.wav,JFK,bona-fide,0
23407.wav,Bill Clinton,spoof,1
23408.wav,Ayn Rand,bona-fide,0
23409.wav,Nelson Mandela,spoof,1
23410.wav,Bernie Sanders,spoof,1
23411.wav,Barack Obama,bona-fide,0
23412.wav,Ayn Rand,spoof,1
23413.wav,Malcolm X,bona-fide,0
23414.wav,Barack Obama,bona-fide,0
23415.wav,Jeff Goldblum,bona-fide,0
23416.wav,Alec Guinness,bona-fide,0
23417.wav,Bill Clinton,bona-fide,0
23418.wav,Ayn Rand,bona-fide,0
23419.wav,Ronald Reagan,spoof,1
23420.wav,Alec Guinness,spoof,1
23421.wav,George W. Bush,spoof,1
23422.wav,Alec Guinness,spoof,1
23423.wav,Donald Trump,bona-fide,0
23424.wav,Barack Obama,bona-fide,0
23425.wav,Ronald Reagan,spoof,1
23426.wav,Queen Elizabeth II,bona-fide,0
23427.wav,Donald Trump,bona-fide,0
23428.wav,JFK,spoof,1
23429.wav,Alec Guinness,bona-fide,0
23430.wav,Bill Clinton,bona-fide,0
23431.wav,Bill Clinton,bona-fide,0
23432.wav,Bernie Sanders,bona-fide,0
23433.wav,Milton Friedman,spoof,1
23434.wav,Orson Welles,spoof,1
23435.wav,Richard Nixon,bona-fide,0
23436.wav,Ayn Rand,bona-fide,0
23437.wav,Christopher Hitchens,bona-fide,0
23438.wav,FDR,bona-fide,0
23439.wav,Martin Luther King,bona-fide,0
23440.wav,Donald Trump,bona-fide,0
23441.wav,Ayn Rand,spoof,1
23442.wav,JFK,bona-fide,0
23443.wav,Alec Guinness,bona-fide,0
23444.wav,Milton Friedman,spoof,1
23445.wav,Dwight Eisenhower,bona-fide,0
23446.wav,Boris Johnson,bona-fide,0
23447.wav,Mark Zuckerberg,bona-fide,0
23448.wav,Malcolm X,bona-fide,0
23449.wav,Bill Burr,bona-fide,0
23450.wav,Barack Obama,bona-fide,0
23451.wav,Malcolm X,bona-fide,0
23452.wav,Donald Trump,bona-fide,0
23453.wav,Mark Zuckerberg,bona-fide,0
23454.wav,Louis C.K.,spoof,1
23455.wav,Barack Obama,bona-fide,0
23456.wav,Bernie Sanders,bona-fide,0
23457.wav,Bernie Sanders,spoof,1
23458.wav,Donald Trump,bona-fide,0
23459.wav,Ayn Rand,spoof,1
23460.wav,Ronald Reagan,spoof,1
23461.wav,Bill Clinton,spoof,1
23462.wav,Frank Sinatra,spoof,1
23463.wav,Donald Trump,bona-fide,0
23464.wav,Bill Clinton,bona-fide,0
23465.wav,Barack Obama,bona-fide,0
23466.wav,Milton Friedman,bona-fide,0
23467.wav,Ayn Rand,bona-fide,0
23468.wav,Bernie Sanders,bona-fide,0
23469.wav,Ronald Reagan,spoof,1
23470.wav,Martin Luther King,bona-fide,0
23471.wav,Bill Clinton,bona-fide,0
23472.wav,Bill Burr,bona-fide,0
23473.wav,Barack Obama,spoof,1
23474.wav,Ayn Rand,bona-fide,0
23475.wav,Alec Guinness,bona-fide,0
23476.wav,Louis C.K.,spoof,1
23477.wav,Bill Clinton,bona-fide,0
23478.wav,Winston Churchill,bona-fide,0
23479.wav,Winston Churchill,spoof,1
23480.wav,Ayn Rand,spoof,1
23481.wav,Ayn Rand,spoof,1
23482.wav,George W. Bush,spoof,1
23483.wav,Boris Johnson,bona-fide,0
23484.wav,Ayn Rand,bona-fide,0
23485.wav,Dwight Eisenhower,bona-fide,0
23486.wav,Louis Farrakhan,bona-fide,0
23487.wav,Ronald Reagan,spoof,1
23488.wav,Martin Luther King,spoof,1
23489.wav,Kanye West,bona-fide,0
23490.wav,Mark Zuckerberg,spoof,1
23491.wav,Christopher Hitchens,bona-fide,0
23492.wav,Nelson Mandela,spoof,1
23493.wav,Bernie Sanders,bona-fide,0
23494.wav,Winston Churchill,spoof,1
23495.wav,Orson Welles,spoof,1
23496.wav,Milton Friedman,bona-fide,0
23497.wav,Ayn Rand,bona-fide,0
23498.wav,Alec Guinness,spoof,1
23499.wav,Christopher Hitchens,spoof,1
23500.wav,Christopher Hitchens,spoof,1
23501.wav,Nick Offerman,bona-fide,0
23502.wav,FDR,bona-fide,0
23503.wav,Alec Guinness,spoof,1
23504.wav,Alec Guinness,spoof,1
23505.wav,Alec Guinness,spoof,1
23506.wav,Bernie Sanders,spoof,1
23507.wav,Bill Clinton,spoof,1
23508.wav,Barack Obama,bona-fide,0
23509.wav,Barack Obama,spoof,1
23510.wav,Barack Obama,bona-fide,0
23511.wav,Barack Obama,bona-fide,0
23512.wav,Ayn Rand,spoof,1
23513.wav,Ronald Reagan,bona-fide,0
23514.wav,Bernie Sanders,spoof,1
23515.wav,FDR,spoof,1
23516.wav,Donald Trump,bona-fide,0
23517.wav,Ayn Rand,bona-fide,0
23518.wav,Donald Trump,bona-fide,0
23519.wav,Donald Trump,bona-fide,0
23520.wav,Christopher Hitchens,spoof,1
23521.wav,Harry Truman,spoof,1
23522.wav,Malcolm X,bona-fide,0
23523.wav,Alexandria Ocasio-Cortez,spoof,1
23524.wav,Donald Trump,bona-fide,0
23525.wav,Barack Obama,spoof,1
23526.wav,Robert Kardashian,bona-fide,0
23527.wav,Ayn Rand,spoof,1
23528.wav,Bernie Sanders,spoof,1
23529.wav,Donald Trump,bona-fide,0
23530.wav,Donald Trump,bona-fide,0
23531.wav,Barack Obama,bona-fide,0
23532.wav,Christopher Hitchens,spoof,1
23533.wav,Bill Clinton,bona-fide,0
23534.wav,Ronald Reagan,bona-fide,0
23535.wav,Barack Obama,bona-fide,0
23536.wav,Bernie Sanders,spoof,1
23537.wav,Alec Guinness,spoof,1
23538.wav,Bill Clinton,bona-fide,0
23539.wav,Bernie Sanders,bona-fide,0
23540.wav,Ronald Reagan,bona-fide,0
23541.wav,Alec Guinness,spoof,1
23542.wav,Mark Zuckerberg,spoof,1
23543.wav,Barack Obama,bona-fide,0
23544.wav,Christopher Hitchens,bona-fide,0
23545.wav,JFK,spoof,1
23546.wav,Nelson Mandela,spoof,1
23547.wav,Barack Obama,bona-fide,0
23548.wav,Alec Guinness,spoof,1
23549.wav,Bill Clinton,spoof,1
23550.wav,Barack Obama,bona-fide,0
23551.wav,Bernie Sanders,spoof,1
23552.wav,Bernie Sanders,bona-fide,0
23553.wav,Alec Guinness,bona-fide,0
23554.wav,Bernie Sanders,bona-fide,0
23555.wav,Donald Trump,bona-fide,0
23556.wav,Alec Guinness,bona-fide,0
23557.wav,Alec Guinness,bona-fide,0
23558.wav,Barack Obama,bona-fide,0
23559.wav,Ayn Rand,bona-fide,0
23560.wav,Christopher Hitchens,bona-fide,0
23561.wav,Malcolm X,bona-fide,0
23562.wav,Mark Zuckerberg,spoof,1
23563.wav,Donald Trump,bona-fide,0
23564.wav,Donald Trump,bona-fide,0
23565.wav,Gilbert Gottfried,bona-fide,0
23566.wav,Donald Trump,bona-fide,0
23567.wav,Alec Guinness,bona-fide,0
23568.wav,Mr. Rogers,bona-fide,0
23569.wav,Barack Obama,bona-fide,0
23570.wav,Donald Trump,bona-fide,0
23571.wav,JFK,bona-fide,0
23572.wav,Alec Guinness,spoof,1
23573.wav,Jerry Seinfeld,spoof,1
23574.wav,Arnold Schwarzenegger,bona-fide,0
23575.wav,Bill Clinton,bona-fide,0
23576.wav,Christopher Hitchens,spoof,1
23577.wav,Christopher Hitchens,spoof,1
23578.wav,Ronald Reagan,spoof,1
23579.wav,Ronald Reagan,spoof,1
23580.wav,Alec Guinness,spoof,1
23581.wav,Norm MacDonald,spoof,1
23582.wav,Bill Clinton,spoof,1
23583.wav,Bill Clinton,bona-fide,0
23584.wav,Ayn Rand,bona-fide,0
23585.wav,Bernie Sanders,spoof,1
23586.wav,Barack Obama,spoof,1
23587.wav,Alec Guinness,spoof,1
23588.wav,Alec Guinness,spoof,1
23589.wav,Barack Obama,bona-fide,0
23590.wav,Arnold Schwarzenegger,bona-fide,0
23591.wav,Arnold Schwarzenegger,spoof,1
23592.wav,Barack Obama,bona-fide,0
23593.wav,Christopher Hitchens,spoof,1
23594.wav,Gilbert Gottfried,spoof,1
23595.wav,2Pac,bona-fide,0
23596.wav,Bernie Sanders,bona-fide,0
23597.wav,Alec Guinness,bona-fide,0
23598.wav,Barack Obama,bona-fide,0
23599.wav,Bernie Sanders,spoof,1
23600.wav,Barack Obama,bona-fide,0
23601.wav,Arnold Schwarzenegger,spoof,1
23602.wav,Winston Churchill,bona-fide,0
23603.wav,Alec Guinness,spoof,1
23604.wav,Ayn Rand,bona-fide,0
23605.wav,Donald Trump,bona-fide,0
23606.wav,Barack Obama,bona-fide,0
23607.wav,Ayn Rand,bona-fide,0
23608.wav,Barack Obama,bona-fide,0
23609.wav,Donald Trump,bona-fide,0
23610.wav,Barack Obama,bona-fide,0
23611.wav,Alec Guinness,bona-fide,0
23612.wav,Bill Clinton,spoof,1
23613.wav,Donald Trump,bona-fide,0
23614.wav,Christopher Hitchens,spoof,1
23615.wav,Christopher Hitchens,bona-fide,0
23616.wav,The Notorious B.I.G.,spoof,1
23617.wav,Barack Obama,bona-fide,0
23618.wav,Ayn Rand,bona-fide,0
23619.wav,Queen Elizabeth II,spoof,1
23620.wav,Ronald Reagan,spoof,1
23621.wav,Bill Clinton,bona-fide,0
23622.wav,Alec Guinness,bona-fide,0
23623.wav,Donald Trump,bona-fide,0
23624.wav,Bill Clinton,spoof,1
23625.wav,Bill Clinton,bona-fide,0
23626.wav,Bernie Sanders,bona-fide,0
23627.wav,Martin Luther King,spoof,1
23628.wav,Winston Churchill,bona-fide,0
23629.wav,Bill Clinton,spoof,1
23630.wav,Christopher Hitchens,bona-fide,0
23631.wav,FDR,spoof,1
23632.wav,Donald Trump,bona-fide,0
23633.wav,Alec Guinness,bona-fide,0
23634.wav,Bernie Sanders,bona-fide,0
23635.wav,Mark Zuckerberg,spoof,1
23636.wav,Winston Churchill,bona-fide,0
23637.wav,Bernie Sanders,bona-fide,0
23638.wav,Ayn Rand,bona-fide,0
23639.wav,Ronald Reagan,spoof,1
23640.wav,Ayn Rand,spoof,1
23641.wav,Bob Ross,bona-fide,0
23642.wav,FDR,bona-fide,0
23643.wav,Martin Luther King,spoof,1
23644.wav,Christopher Hitchens,spoof,1
23645.wav,FDR,spoof,1
23646.wav,The Notorious B.I.G.,spoof,1
23647.wav,Bernie Sanders,bona-fide,0
23648.wav,Louis Farrakhan,bona-fide,0
23649.wav,Donald Trump,bona-fide,0
23650.wav,Bernie Sanders,bona-fide,0
23651.wav,Alec Guinness,bona-fide,0
23652.wav,Ronald Reagan,spoof,1
23653.wav,Alec Guinness,bona-fide,0
23654.wav,Alec Guinness,bona-fide,0
23655.wav,Christopher Hitchens,spoof,1
23656.wav,George Carlin,bona-fide,0
23657.wav,FDR,bona-fide,0
23658.wav,Alexandria Ocasio-Cortez,bona-fide,0
23659.wav,Barack Obama,bona-fide,0
23660.wav,Christopher Hitchens,bona-fide,0
23661.wav,JFK,spoof,1
23662.wav,Donald Trump,bona-fide,0
23663.wav,Norm MacDonald,bona-fide,0
23664.wav,Mark Zuckerberg,bona-fide,0
23665.wav,Bernie Sanders,bona-fide,0
23666.wav,Donald Trump,bona-fide,0
23667.wav,Alan Watts,spoof,1
23668.wav,Ronald Reagan,spoof,1
23669.wav,Alec Guinness,spoof,1
23670.wav,Alec Guinness,bona-fide,0
23671.wav,Tucker Carlson,spoof,1
23672.wav,Milton Friedman,bona-fide,0
23673.wav,Ayn Rand,bona-fide,0
23674.wav,Alec Guinness,bona-fide,0
23675.wav,Donald Trump,bona-fide,0
23676.wav,Barack Obama,bona-fide,0
23677.wav,Bill Clinton,bona-fide,0
23678.wav,Ronald Reagan,spoof,1
23679.wav,Jeff Goldblum,bona-fide,0
23680.wav,Ayn Rand,spoof,1
23681.wav,Winston Churchill,spoof,1
23682.wav,George W. Bush,spoof,1
23683.wav,Alec Guinness,bona-fide,0
23684.wav,Christopher Hitchens,bona-fide,0
23685.wav,The Notorious B.I.G.,bona-fide,0
23686.wav,Ayn Rand,spoof,1
23687.wav,Louis Farrakhan,bona-fide,0
23688.wav,Winston Churchill,bona-fide,0
23689.wav,Alec Guinness,spoof,1
23690.wav,Barack Obama,bona-fide,0
23691.wav,Alec Guinness,spoof,1
23692.wav,Alec Guinness,bona-fide,0
23693.wav,Alec Guinness,bona-fide,0
23694.wav,Bill Clinton,bona-fide,0
23695.wav,Alec Guinness,spoof,1
23696.wav,Ronald Reagan,spoof,1
23697.wav,Bill Clinton,spoof,1
23698.wav,Nelson Mandela,spoof,1
23699.wav,Mr. Rogers,bona-fide,0
23700.wav,Alec Guinness,bona-fide,0
23701.wav,Milton Friedman,bona-fide,0
23702.wav,Alec Guinness,bona-fide,0
23703.wav,FDR,spoof,1
23704.wav,Ayn Rand,spoof,1
23705.wav,Ayn Rand,spoof,1
23706.wav,Alec Guinness,bona-fide,0
23707.wav,Ronald Reagan,spoof,1
23708.wav,Ayn Rand,bona-fide,0
23709.wav,Ronald Reagan,bona-fide,0
23710.wav,Alec Guinness,bona-fide,0
23711.wav,Donald Trump,bona-fide,0
23712.wav,Milton Friedman,bona-fide,0
23713.wav,Donald Trump,bona-fide,0
23714.wav,Donald Trump,bona-fide,0
23715.wav,Harry Truman,bona-fide,0
23716.wav,Bernie Sanders,bona-fide,0
23717.wav,Barack Obama,bona-fide,0
23718.wav,Gilbert Gottfried,bona-fide,0
23719.wav,Alec Guinness,bona-fide,0
23720.wav,Christopher Hitchens,bona-fide,0
23721.wav,JFK,bona-fide,0
23722.wav,Calvin Coolidge,spoof,1
23723.wav,Jerry Seinfeld,spoof,1
23724.wav,Mitch Hedberg,spoof,1
23725.wav,Barack Obama,bona-fide,0
23726.wav,Alec Guinness,bona-fide,0
23727.wav,Robert Kardashian,bona-fide,0
23728.wav,Barack Obama,bona-fide,0
23729.wav,Winston Churchill,bona-fide,0
23730.wav,Barack Obama,bona-fide,0
23731.wav,JFK,bona-fide,0
23732.wav,Martin Luther King,spoof,1
23733.wav,Alec Guinness,spoof,1
23734.wav,Ronald Reagan,spoof,1
23735.wav,Bernie Sanders,bona-fide,0
23736.wav,Bill Clinton,spoof,1
23737.wav,Donald Trump,bona-fide,0
23738.wav,Bernie Sanders,spoof,1
23739.wav,Ronald Reagan,spoof,1
23740.wav,Louis Farrakhan,spoof,1
23741.wav,Bernie Sanders,bona-fide,0
23742.wav,Ronald Reagan,spoof,1
23743.wav,Mr. Rogers,bona-fide,0
23744.wav,Ronald Reagan,spoof,1
23745.wav,Alec Guinness,spoof,1
23746.wav,Bernie Sanders,bona-fide,0
23747.wav,Bill Clinton,spoof,1
23748.wav,JFK,bona-fide,0
23749.wav,Alec Guinness,spoof,1
23750.wav,Barack Obama,bona-fide,0
23751.wav,Alan Watts,spoof,1
23752.wav,Martin Luther King,bona-fide,0
23753.wav,Ayn Rand,spoof,1
23754.wav,Donald Trump,bona-fide,0
23755.wav,Donald Trump,bona-fide,0
23756.wav,Kanye West,spoof,1
23757.wav,Mark Zuckerberg,bona-fide,0
23758.wav,Barack Obama,bona-fide,0
23759.wav,Bernie Sanders,spoof,1
23760.wav,Adam Driver,spoof,1
23761.wav,Alec Guinness,bona-fide,0
23762.wav,Bill Clinton,bona-fide,0
23763.wav,Bernie Sanders,bona-fide,0
23764.wav,Winston Churchill,spoof,1
23765.wav,Bernie Sanders,bona-fide,0
23766.wav,George W. Bush,spoof,1
23767.wav,Bernie Sanders,spoof,1
23768.wav,Donald Trump,bona-fide,0
23769.wav,Ayn Rand,spoof,1
23770.wav,Donald Trump,bona-fide,0
23771.wav,Bernie Sanders,bona-fide,0
23772.wav,Mark Zuckerberg,spoof,1
23773.wav,Alec Guinness,bona-fide,0
23774.wav,Alec Guinness,spoof,1
23775.wav,Louis Farrakhan,spoof,1
23776.wav,Christopher Hitchens,bona-fide,0
23777.wav,FDR,bona-fide,0
23778.wav,Donald Trump,bona-fide,0
23779.wav,Alec Guinness,spoof,1
23780.wav,Ronald Reagan,spoof,1
23781.wav,Orson Welles,spoof,1
23782.wav,Ayn Rand,bona-fide,0
23783.wav,Bill Clinton,spoof,1
23784.wav,The Notorious B.I.G.,spoof,1
23785.wav,Barack Obama,spoof,1
23786.wav,Alec Guinness,bona-fide,0
23787.wav,Donald Trump,bona-fide,0
23788.wav,Queen Elizabeth II,spoof,1
23789.wav,Calvin Coolidge,bona-fide,0
23790.wav,Adam Driver,spoof,1
23791.wav,Bill Clinton,bona-fide,0
23792.wav,Winston Churchill,bona-fide,0
23793.wav,Richard Nixon,spoof,1
23794.wav,Bernie Sanders,spoof,1
23795.wav,Ayn Rand,spoof,1
23796.wav,Bill Clinton,bona-fide,0
23797.wav,Ayn Rand,bona-fide,0
23798.wav,Milton Friedman,bona-fide,0
23799.wav,Donald Trump,bona-fide,0
23800.wav,Winston Churchill,bona-fide,0
23801.wav,FDR,bona-fide,0
23802.wav,Alec Guinness,spoof,1
23803.wav,The Notorious B.I.G.,spoof,1
23804.wav,Alexandria Ocasio-Cortez,bona-fide,0
23805.wav,Barack Obama,bona-fide,0
23806.wav,Bernie Sanders,bona-fide,0
23807.wav,Christopher Hitchens,bona-fide,0
23808.wav,Ayn Rand,bona-fide,0
23809.wav,Christopher Hitchens,spoof,1
23810.wav,Bill Burr,bona-fide,0
23811.wav,Nelson Mandela,spoof,1
23812.wav,Barack Obama,bona-fide,0
23813.wav,Milton Friedman,spoof,1
23814.wav,Barack Obama,bona-fide,0
23815.wav,Alec Guinness,bona-fide,0
23816.wav,JFK,bona-fide,0
23817.wav,Jimmy Carter,spoof,1
23818.wav,JFK,bona-fide,0
23819.wav,Barack Obama,bona-fide,0
23820.wav,Barack Obama,bona-fide,0
23821.wav,Ayn Rand,bona-fide,0
23822.wav,Kanye West,bona-fide,0
23823.wav,Ayn Rand,bona-fide,0
23824.wav,Bernie Sanders,spoof,1
23825.wav,Ayn Rand,spoof,1
23826.wav,Alexandria Ocasio-Cortez,bona-fide,0
23827.wav,Winston Churchill,bona-fide,0
23828.wav,Donald Trump,bona-fide,0
23829.wav,Barack Obama,bona-fide,0
23830.wav,JFK,bona-fide,0
23831.wav,Ronald Reagan,spoof,1
23832.wav,Bill Clinton,spoof,1
23833.wav,Donald Trump,bona-fide,0
23834.wav,Barack Obama,bona-fide,0
23835.wav,Donald Trump,spoof,1
23836.wav,Richard Nixon,bona-fide,0
23837.wav,Donald Trump,bona-fide,0
23838.wav,Bernie Sanders,spoof,1
23839.wav,Donald Trump,bona-fide,0
23840.wav,Ayn Rand,spoof,1
23841.wav,Alec Guinness,bona-fide,0
23842.wav,Jimmy Carter,bona-fide,0
23843.wav,Barack Obama,bona-fide,0
23844.wav,Winston Churchill,bona-fide,0
23845.wav,Ronald Reagan,bona-fide,0
23846.wav,Kanye West,spoof,1
23847.wav,Louis Farrakhan,bona-fide,0
23848.wav,Alec Guinness,spoof,1
23849.wav,Barack Obama,bona-fide,0
23850.wav,Bernie Sanders,bona-fide,0
23851.wav,Louis Farrakhan,spoof,1
23852.wav,Mr. Rogers,spoof,1
23853.wav,Barack Obama,bona-fide,0
23854.wav,Donald Trump,bona-fide,0
23855.wav,Ayn Rand,bona-fide,0
23856.wav,Donald Trump,bona-fide,0
23857.wav,Alec Guinness,bona-fide,0
23858.wav,Ayn Rand,spoof,1
23859.wav,Winston Churchill,bona-fide,0
23860.wav,Donald Trump,bona-fide,0
23861.wav,Ayn Rand,bona-fide,0
23862.wav,Gilbert Gottfried,spoof,1
23863.wav,Bernie Sanders,spoof,1
23864.wav,Barack Obama,bona-fide,0
23865.wav,Tucker Carlson,spoof,1
23866.wav,Ayn Rand,bona-fide,0
23867.wav,Bernie Sanders,bona-fide,0
23868.wav,Alec Guinness,spoof,1
23869.wav,Christopher Hitchens,bona-fide,0
23870.wav,Louis Farrakhan,spoof,1
23871.wav,Donald Trump,bona-fide,0
23872.wav,Bill Clinton,bona-fide,0
23873.wav,Arnold Schwarzenegger,bona-fide,0
23874.wav,Bill Clinton,bona-fide,0
23875.wav,Donald Trump,bona-fide,0
23876.wav,Donald Trump,bona-fide,0
23877.wav,Ayn Rand,spoof,1
23878.wav,Nelson Mandela,spoof,1
23879.wav,Barack Obama,spoof,1
23880.wav,Ayn Rand,bona-fide,0
23881.wav,Gilbert Gottfried,spoof,1
23882.wav,Bernie Sanders,bona-fide,0
23883.wav,JFK,bona-fide,0
23884.wav,Bernie Sanders,bona-fide,0
23885.wav,Mark Zuckerberg,spoof,1
23886.wav,Bernie Sanders,spoof,1
23887.wav,Gilbert Gottfried,spoof,1
23888.wav,Barack Obama,bona-fide,0
23889.wav,Kanye West,bona-fide,0
23890.wav,Mark Zuckerberg,spoof,1
23891.wav,Ronald Reagan,spoof,1
23892.wav,Barack Obama,bona-fide,0
23893.wav,Alec Guinness,bona-fide,0
23894.wav,Ronald Reagan,spoof,1
23895.wav,Alec Guinness,spoof,1
23896.wav,Bernie Sanders,bona-fide,0
23897.wav,Louis Farrakhan,spoof,1
23898.wav,George Carlin,spoof,1
23899.wav,Ayn Rand,spoof,1
23900.wav,Bill Burr,bona-fide,0
23901.wav,Winston Churchill,bona-fide,0
23902.wav,Christopher Hitchens,bona-fide,0
23903.wav,Queen Elizabeth II,spoof,1
23904.wav,Richard Nixon,spoof,1
23905.wav,Ayn Rand,bona-fide,0
23906.wav,Bernie Sanders,spoof,1
23907.wav,Alexandria Ocasio-Cortez,bona-fide,0
23908.wav,Bernie Sanders,spoof,1
23909.wav,The Notorious B.I.G.,spoof,1
23910.wav,Bill Clinton,spoof,1
23911.wav,Bernie Sanders,spoof,1
23912.wav,Donald Trump,bona-fide,0
23913.wav,Donald Trump,bona-fide,0
23914.wav,George W. Bush,spoof,1
23915.wav,Bill Clinton,bona-fide,0
23916.wav,Alec Guinness,spoof,1
23917.wav,Bill Burr,bona-fide,0
23918.wav,Alec Guinness,spoof,1
23919.wav,Donald Trump,bona-fide,0
23920.wav,Ayn Rand,spoof,1
23921.wav,Winston Churchill,bona-fide,0
23922.wav,Christopher Hitchens,bona-fide,0
23923.wav,Alec Guinness,bona-fide,0
23924.wav,Winston Churchill,bona-fide,0
23925.wav,Ayn Rand,bona-fide,0
23926.wav,Ronald Reagan,spoof,1
23927.wav,JFK,bona-fide,0
23928.wav,Bernie Sanders,bona-fide,0
23929.wav,Milton Friedman,spoof,1
23930.wav,Donald Trump,bona-fide,0
23931.wav,Queen Elizabeth II,spoof,1
23932.wav,Alec Guinness,bona-fide,0
23933.wav,Barack Obama,bona-fide,0
23934.wav,Louis Farrakhan,bona-fide,0
23935.wav,Richard Nixon,bona-fide,0
23936.wav,Adam Driver,spoof,1
23937.wav,Milton Friedman,spoof,1
23938.wav,Adam Driver,bona-fide,0
23939.wav,Louis Farrakhan,bona-fide,0
23940.wav,Bernie Sanders,bona-fide,0
23941.wav,Alec Guinness,bona-fide,0
23942.wav,Bernie Sanders,spoof,1
23943.wav,Ayn Rand,bona-fide,0
23944.wav,Dwight Eisenhower,bona-fide,0
23945.wav,Calvin Coolidge,bona-fide,0
23946.wav,Alec Guinness,bona-fide,0
